,Название фильма,Дата начала показа фильма,Аннотация,Вид Фильма,Категория,Цвет,"Продолжительность демонстрации, часы","Продолжительность демонстрации, минуты",Формат носителя,Студия-производитель,Страна производства,Год производства,Режиссер,Художник,Сценарист,Оператор,Композитор,Продюсер,Возрастная категория
345319,Естественный отбор,2018-08-31,Драма,Художественный,Кино,Цветной,0.0,15.0,DVD,ИП Артемьев Владимир Валерьевич,Россия,2018,Н.Тамаров,"А.Еремеев, О.Алёшина","Н.Тамаров, А.Голиков",В.Артемьев,Е.Тейлор,"А.Хилинская, А.Иванов (псевдоним - Алекс Йоку), А.Бобин",18+
345320,Самородок из Дагестана,2018-08-27,Документальный фильм,Документальный,Кино,Цветной,0.0,44.0,BETACAM–кассета,"ООО ""Синема Док""",Россия,2018,Н.Брусенцев,,И.Канделарис,"А.Мещереков, А.Свиридов",,Я.Трофимова,6+
345321,После Лета,2018-09-01,Документальный фильм,Документальный,Кино,Цветной,0.0,48.0,HDD,"ООО ""Хайпфилм""",Россия,2018,К.Серебренников,,,В.Опельянц,,"И.Стюарт, П.Буря, М.Осман",16+
345322,Евгений Кисин и Вадим Репин,2018-12-01,Документальный фильм,Документальный,Кино,Цветной,0.0,44.0,BETACAM–кассета,"ООО ""Эксайт-фильм""",Россия,2018,Н.Брусенцев,,Е.Лавренова,А.Свиридов,,Н.Трофимова,6+
345323,Возвращение Саввы,2018-09-25,Анимация для детей,Анимационный,Кино,Цветной,0.0,13.0,BETACAM–кассета,"ООО ""Балт-ТВ""",Россия,2018,Н.Федченко,И.Герасимов,М.Якубсон,,Д.Чижевский,В.Крейнин,12+
345324,100 лет дизайна,2018-08-27,Научно-популярный фильм,Научно-популярный,Кино,Цветной,1.0,107.0,HDD,ИП Климчук Наталья Владимировна,Россия,2018,"Н.Климчук, О.Морозова",Т.Черный,"Н.Климчук, О.Морозова, Т.Черный, И.Васин, Д.Казьбан (псевдоним Салливан)","Е.Климов, Ф.Задорожный, С.Аки, А.Шнайдер и др.",М.Мищенко,"О.Морозова, Н.Климчук",16+
345326,Свято,2018-08-27,Драма,Художественный,Кино,Цветной,0.0,14.0,DVD,"ООО ""Картина мира""",Россия,2017,Б.Мамлин,,Б.Мамлин,Р.Васильков,,Е.Ионко,12+
345327,"Фиксики (серия ""Анализ крови"")",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,6.0,BETACAM–кассета,"ЗАО ""Аэроплан""",Россия,2018,А.Хачатурян,"Ю.Пронин, М.Желудков, Н.Горлова",Е.Антропов,,"Л.Землинский, Г.Васильев","Г.Васильев, М.Мэннис, И.Попов",0+
345328,"Фиксики (серия ""Телескоп"")",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,6.0,BETACAM–кассета,"ЗАО ""Аэроплан""",Россия,2018,А.Хачатурян,"Ю.Пронин, М.Желудков, Н.Горлова",Р.Розенгурт,,"Л.Землинский, Г.Васильев","Г.Васильев, М.Мэннис, И.Попов",0+
345329,"Анимационный фильм ""Малышарики 3"", серия ""Слон""",2018-08-28,Анимация для детей,Анимационный,Кино,Цветной,0.0,5.0,BETACAM–кассета,"ООО ""Продюсерский центр ""Рики""",Россия,2018,М.Мошкова,"Н.Тренихина, М.Мосейкина",С.Мардаголимова,,"С.Васильев, М.Ланда","И.Попов, Ю.Осетинская",0+
345330,"Анимационный фильм ""Малышарики 3"", серия ""Нужная вещь""",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,5.0,BETACAM–кассета,"ООО ""Продюсерский центр ""Рики""",Россия,2018,М.Мошкова,Н.Тренихина,Ким Су Ен (псевдоним Олег Ким),,"С.Васильев, М.Ланда","И.Попов, Ю.Осетинская",0+
345331,"Анимационный фильм ""Малышарики 3"", серия ""Дом для рыбки""",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,5.0,BETACAM–кассета,"ООО ""Продюсерский центр ""Рики""",Россия,2018,М.Мошкова,Н.Тренихина,И.Кефалиди,,"С.Васильев, М.Ланда","И.Попов, Ю.Осетинская",0+
345332,"Анимационный фильм ""Малышарики 3"", серия ""Брызгалки""",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,5.0,BETACAM–кассета,"ООО ""Продюсерский центр ""Рики""",Россия,2018,М.Мошкова,"Н.Тренихина, М.Сусидко",С.Мардаголимова,,"С.Васильев, М.Ланда","И.Попов, Ю.Осетинская",0+
345333,"Анимационный фильм ""Малышарики 3"", серия ""Подарок""",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,5.0,BETACAM–кассета,"ООО ""Продюсерский центр ""Рики""",Россия,2018,М.Мошкова,"Н.Тренихина, Е.Мамаева",И.Киркиж,,"С.Васильев, М.Ланда","И.Попов, Ю.Осетинская",0+
345334,"Анимационный фильм ""Смешарики. Спорт 2"", серия ""Эксклюзивное интервью/Таланты и поклонница""",2018-08-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,13.0,BETACAM–кассета,"ООО ""Смешарики""",Россия,2018,"Д.Сулейманов, О.Мусин","О.Осипова, Е.Брюттен-Фирсова",И.Киркиж,,"С.Васильев, М.Ланда",И.Попов,0+
345335,"Анимационный фильм ""Пинкод. Гуманитарные технологии 3"", серия ""Собратья по разуму. Часть 3""",2018-08-08,Анимация для детей,Анимационный,Кино,Цветной,0.0,13.0,BETACAM–кассета,"ООО ""Смешарики""",Россия,2018,А.Горбунов,О.Осипова,Д.Яковенко,,"С.Васильев, М.Ланда",И.Попов,0+
345340,Кин,2018-09-06,"Фантастика, боевик",Художественный,Кино,Цветной,1.0,110.0,DPX,Лайнсгейт,США,2018,"Джонатан Бэйкер, Джош Бэйкер","Этан Тобман, Лиа Карлсон, Мэри Керклэнд","Дэниэл Кейси, Джонатан Бэйкер, Джош Бэйкер",Ларкин Сайпл,Могвай,"Джефф Аркусс, Дэн Коэн, Дэвид Гросс",16+
345341,Молодое вино,2018-09-01,Мелодрама,Художественный,Кино,Цветной,1.0,86.0,HDD,"ООО ""ХитФильм Продакшн""",Россия,2018,П.Олевский,А.Зинченко,Е.Жилейкина (псевдоним - Елена Исаева),Р.Герасименков,В.Царьков,А.Шипулина,18+
345342,Вертолёты,2018-09-26,Документальный фильм,Документальный,Кино,Цветной,1.0,89.0,Другой,"ООО ""Космосфильм""",Россия,2018,Д.Кубасов,,Д.Кубасов,Д.Кубасов,И.Малежик,Т.Пендюрин,16+
345343,Непрощенный,2018-09-27,Драма,Художественный,Кино,Цветной,1.0,109.0,HDD,"ООО ""Кинокомпания Большое кино""",Россия,2018,С.Андреасян,Д.Дадунашвили,"А.Гравицкий, С.Волков, С.Андреасян (псевдоним - Мэтт Джейкобс)",Морад Абдель-Фаттах,С.Слипух (псевдоним - Марк Дорбский),"С.Андреасян, Г.Андреасян, А.Ананикян",16+
345344,Счастья! Здоровья!,2018-09-13,Романтическая комедия,Художественный,Кино,Цветной,1.0,85.0,HDD,"ООО ""Фреш-Фильм""",Россия,2018,"Л.Марголин, А.Марутян","М.Ривака, А.Стрельникова","Л.Марголин, А.Ефимов, Д.Преснецов, Я.Лукашевич",М.Чирков,А.Андреасян,"ООО ""Фреш-Фильм""",16+
345345,"То, что никто не видит",2018-09-20,"Драма, научная фантастика",Художественный,Кино,Цветной,1.0,91.0,HDD,ИП Нехорошев Дмитрий Николаевич,Россия,2017,С.Токалов,Лаура Дишлере,С.Токалов,Д.Сорогин,"Н.Кляйн, А.Калиновски",Д.Нехорошев,18+
345346,Несейка. Младшая дочь,2018-09-01,Документальный фильм,Документальный,Кино,Цветной,0.0,44.0,BETACAM–кассета,,Россия,2018,В.Марин,,В.Марин,"М.Толстой, М.Бабушкин",М.Файзуллин,"Д.Якунин, Ф.Абрютин, О.Филонова",6+
345348,Ошибка Фортуны,2018-08-30,Документальный фильм,Документальный,Кино,Цветной,0.0,39.0,BETACAM–кассета,"ООО ""КиноЮГ""",Россия,2018,И.Калядин,,"В.Листов, И.Калядин",И.Калядин,,Ю.Гинзбург,12+
345350,Панды,2018-09-20, О сохранении и разведении панд,Документальный,Кино,Цветной,,,DPX,IMAX,США,2018,"Дэвид Дуглас, Дрю Фелмэн",Бенджамин Голдман,Дрю Фелмэн,Дэвид Дуглас,Марк Мазерсбо,"Дрю Фелмэн, Дональд Кушнер, Стив Рансохофф, Нил Аллен, Джон А.Амикарелла, Дэвид Хэйринг, Дайан Робертс и др.",0+
345351,Девица,2018-09-13,Драма,Художественный,Кино,Цветной,1.0,113.0,DCP,"Строфик Продакшнс Лимитед, Грит Пойнт Медиа",CША,2018,"Дэвид Зеллнер, Нейтан Зеллнер",Скотт Кузио,"Дэвид Зеллнер, Нейтан Зеллнер",Адам Стоун,,"Роберт Кристофер Ольсон, Дэвид Зеллнер, Нейтан Зеллнер",18+
345352,Большой кошачий побег,2018-09-13,О приключениях котов,Анимационный,Кино,Цветной,1.0,87.0,DCP,Лайт Чэйсе Энимейшн Стьюдиос,Китай,2018,Гэри Ван,Гао Рэнью,Гэри Ван,,Го Хаовэй,"Ю Чжоу, Юан Йэ",6+
345353,Черный клановец,2018-10-04,Драма о  внедрении полицейского в Ку-Клукс-Клан,Художественный,Кино,Цветной,2.0,135.0,DPX,"40 Акрс энд А Мьюл Филмворкс, Блюмхаус Продакшнс, Леджендари Интертейнмент",США,2018,Спайк Ли,"Курд Бич, Марси Мадд",Чарли Вочтел,Чейзи Ирвин,Теренс Блэнчард,"Джейсон Блум, Спайк Ли",18+
